Accs,MSEs,label
0.9580348004094166,0.0992835209825998,label_0
0.5816254416961131,0.7578327444051826,label_1
0.44476859832913407,0.879326349290545,label_2
0.47736761151395296,0.6054713249835201,label_3
0.596562184024267,0.5470171890798786,label_4
0.2533125487139517,1.413717848791894,label_5
0.4821231211317418,0.7972203801945181,overall
