Accs,MSEs,label
0.962128966223132,0.10133060388945753,label_0
0.79811542991755,0.40023557126030623,label_1
0.6516377138310568,0.5794987402201299,label_2
0.50439463854098,0.7452208305866842,label_3
0.38814459049544997,0.9994944388270981,label_4
0.4054559625876851,1.827435697583788,label_5
0.5389312555260831,0.9002541998231653,overall
