Accs,MSEs,label
0.9754350051177073,0.07574206755373593,label_0
0.8633686690223793,0.25677267373380447,label_1
0.6641029041241214,0.4552446625116032,label_2
0.5557020435069215,0.6398593715666886,label_3
0.3763902932254803,1.083670374115268,label_4
0.32954014029618084,2.1066250974279033,label_5
0.5464190981432361,0.8982371794871795,overall
